Id,SalePrice
1461,116080.57741166996
1462,159158.76971430876
1463,181263.44451153596
1464,201148.53760261115
1465,199962.02648227685
1466,172241.41060743952
1467,181203.0848461104
1468,163576.76869552667
1469,198998.28869232122
1470,119710.2141308356
1471,187757.99129408883
1472,98469.78180124967
1473,97300.96988109151
1474,146402.43552897935
1475,120060.32545430625
1476,354832.75111322047
1477,243509.80970529493
1478,289243.67361359997
1479,286128.76487452467
1480,498002.017384594
1481,321266.3350505169
1482,210191.5260691792
1483,177451.05404695496
1484,164743.6617786166
1485,185729.18127894716
1486,196806.46369442236
1487,327849.9436165755
1488,232638.3457355404
1489,193772.88553205912
1490,238094.6276280565
1491,192235.51477032897
1492,89500.00320730175
1493,179987.90708482597
1494,279608.8022234694
1495,288732.22145645495
1496,238611.03403341337
1497,181142.88501732063
1498,160975.92283865635
1499,165501.24609047978
1500,156562.15480257527
1501,170815.8577207704
1502,149751.40621964692
1503,289453.2766723247
1504,243761.5243941459
1505,226659.15429271638
1506,195388.2517382943
1507,253044.54277200572
1508,197928.29558815397
1509,159324.18727654422
1510,143675.61803577255
1511,149699.6943249185
1512,181188.10756531366
1513,143907.69782241722
1514,153924.49947764887
1515,203673.11808487083
1516,151335.84377353455
1517,178388.54944157833
1518,137111.80520753158
1519,211656.5101030569
1520,128219.63567974405
1521,132413.34207756442
1522,174083.27154932223
1523,115111.75209011407
1524,124693.7036707607
1525,119384.85479294982
1526,112645.77874384589
1527,107389.02496993891
1528,140501.82279592784
1529,142562.40038603876
1530,199129.20941072347
1531,110520.90326672584
1532,96329.06573353798
1533,144131.79381488854
1534,125596.62523254122
1535,148664.24493368933
1536,107071.06633092646
1537,57739.81660079431
1538,147536.64015052124
1539,185035.8881233769
1540,80659.70454155793
1541,143541.34875599612
1542,140708.06579722668
1543,186175.3524363151
1544,86636.21614979071
1545,114756.10187893716
1546,130803.97053892013
1547,131255.8127384397
1548,136178.34798022022
1549,116623.87411293513
1550,129998.69561009778
1551,105033.26930338235
1552,129450.8438901004
1553,142865.6787516667
1554,122096.77728940512
1555,160582.8821075224
1556,90417.04983385735
1557,107856.45112923623
1558,104047.32978306171
1559,72479.81763592313
1560,128090.18665481044
1561,119779.6637766764
1562,131124.27225303493
1563,120149.36385352872
1564,163575.21742032404
1565,149754.4389524635
1566,237613.72231231898
1567,79205.26041767222
1568,226404.02553853174
1569,123516.97855488177
1570,139576.52493442275
1571,125063.86148121624
1572,142573.40210962456
1573,248391.57399345786
1574,117079.21617888783
1575,231438.54994999565
1576,248385.57219922953
1577,176752.7932059913
1578,146742.56264960358
1579,143203.2603091036
1580,192939.10180821028
1581,153563.03473985937
1582,125024.66885825302
1583,300711.97171759105
1584,217138.7060234369
1585,134451.29369580472
1586,72309.55830546487
1587,100718.1288939797
1588,151365.34457870852
1589,97749.73753373796
1590,136298.51100019415
1591,96046.61265591907
1592,112656.5698069117
1593,122350.01526302107
1594,128932.45781190309
1595,105809.95699607207
1596,223659.8008811195
1597,193249.2553567619
1598,227074.89912451105
1599,170417.1688238329
1600,157677.52292813102
1601,64218.41740495972
1602,111419.16487683136
1603,77098.27995338551
1604,265356.26643947244
1605,241678.6531176091
1606,168568.5474341858
1607,178917.74412310118
1608,206437.85850253323
1609,182017.21165322058
1610,149762.46085925135
1611,139005.66884657688
1612,171912.4794653708
1613,165002.03600593912
1614,123382.97508773778
1615,93734.14820377313
1616,79793.60663572782
1617,93626.1148959755
1618,122706.61020420562
1619,135823.88638917424
1620,148387.30083537044
1621,140349.99900686153
1622,138406.8996218001
1623,258821.87451110972
1624,210879.84493464735
1625,116020.17675146989
1626,171742.75206146727
1627,189707.04210025264
1628,285964.73516017816
1629,175982.55226716894
1630,374831.75577589904
1631,223641.33426759075
1632,248974.97287774895
1633,168743.9882701567
1634,184054.96686370487
1635,177072.31876220115
1636,155930.92196075534
1637,201577.78016621858
1638,185401.89754854707
1639,188873.37164305313
1640,254955.09505437766
1641,182475.74492496482
1642,240896.63039659488
1643,224541.40915358136
1644,241166.81461602246
1645,210375.91921656547
1646,158006.14374651198
1647,160660.07671039054
1648,130170.01663809374
1649,140162.21884824533
1650,113191.61890609055
1651,121366.0209513625
1652,100285.41666977157
1653,103889.88977296157
1654,140060.84914200433
1655,138182.2401236385
1656,138063.43624637346
1657,141587.46158875228
1658,139489.3623589429
1659,124357.1301911118
1660,155015.6040241438
1661,428822.0394747342
1662,412573.15817465325
1663,367507.67495083093
1664,557164.2956274408
1665,298552.62842721766
1666,326936.60957368027
1667,372230.87216461886
1668,327748.39794573764
1669,300495.4783983372
1670,341388.6146204079
1671,256332.90863297094
1672,445621.2872272659
1673,277408.02761977643
1674,235947.8677752739
1675,193555.45823764047
1676,194772.98609124823
1677,215462.98972495802
1678,482667.96659727936
1679,388913.25295126304
1680,334395.94774304697
1681,248984.9779879881
1682,309843.3008053734
1683,187356.5383814471
1684,178261.48670993792
1685,173866.80343441854
1686,173343.118211798
1687,172673.6647572042
1688,191788.830905342
1689,194262.42930162355
1690,197232.64136894702
1691,184694.68478441527
1692,264815.37702157226
1693,168191.9184225318
1694,182020.20145679553
1695,165659.8658075836
1696,271245.7755465782
1697,172986.22169393057
1698,338930.2306192811
1699,293595.72017932055
1700,244367.3812980183
1701,268376.8448901854
1702,234898.89689283588
1703,234842.57384460777
1704,271790.825978295
1705,227609.2136654677
1706,447453.0753127032
1707,213785.24913866312
1708,198707.6343048194
1709,263038.62465708394
1710,219925.70940944098
1711,268851.8258996818
1712,261604.64202701344
1713,276365.73349383625
1714,228397.92045488107
1715,209268.8209823465
1716,184076.23254435443
1717,174363.74401901485
1718,140758.11820061694
1719,209529.46380599862
1720,229599.15007931963
1721,156771.39604782977
1722,124369.56163466162
1723,150736.36601480574
1724,205340.5850736355
1725,235030.1047550065
1726,190287.5209742396
1727,159636.33357113862
1728,168605.24346917172
1729,165922.9977141677
1730,161104.96030425487
1731,120482.83292194518
1732,127934.21675961358
1733,113661.20477853269
1734,117345.72222778645
1735,123198.46215878522
1736,109829.65910897274
1737,340515.24187943595
1738,249426.6687072753
1739,269233.3328110338
1740,219996.7131152623
1741,192727.0415931981
1742,170271.7505548713
1743,176431.11087033147
1744,326650.7579151107
1745,201462.98664415893
1746,192347.02284248322
1747,213741.79357464606
1748,227310.617466938
1749,144496.5473726341
1750,130443.50091781907
1751,255248.1294604092
1752,119095.61809966357
1753,151256.01147905414
1754,192358.92431397486
1755,167053.87655942145
1756,125493.0636231181
1757,120165.47672580999
1758,146873.52228585674
1759,171801.64664183944
1760,159885.3447760855
1761,145111.77095856133
1762,176517.4216597422
1763,188013.97693708382
1764,116907.69422111397
1765,179902.14040047137
1766,192991.51676255278
1767,228720.8238650913
1768,141089.21061619552
1769,174101.40927152373
1770,148688.09900997457
1771,113618.62542985301
1772,134875.14120692495
1773,123690.79695742685
1774,148792.3454079178
1775,140012.03881961992
1776,126392.01424985242
1777,105713.51554541341
1778,143545.62557056136
